"text"|"favorited"|"favoriteCount"|"replyToSN"|"created"|"truncated"|"replyToSID"|"id"|"replyToUID"|"statusSource"|"screenName"|"retweetCount"|"isRetweet"|"retweeted"|"longitude"|"latitude"
"187"|"RT @CNN: Donald Trump: \"Hillary Clinton ran the State Department like a personal hedge fund\" https://t.co/UYpqI3w42L https://t.co/jVwNRfllS7"|FALSE|0|NA|2016-08-25 18:25:36|FALSE|NA|"768876999435776000"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"willnd13"|30|TRUE|FALSE|NA|NA
"188"|"RT @AMinion1: We have the power to change USA by voting for Trump for an awesome change for all of us"|FALSE|0|NA|2016-08-25 18:25:36|FALSE|NA|"768876998940852224"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"CiAnDy3"|1|TRUE|FALSE|NA|NA
"189"|"@mrshellwinger @rjbigelow @AnnCoulter Trump is flipflopping, NOT cool."|FALSE|0|"mrshellwinger"|2016-08-25 18:25:36|FALSE|"768803452554055681"|"768876998898974720"|"579474545"|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"spcwriter"|0|FALSE|FALSE|NA|NA
"190"|"RT @Cernovich: Sources on the ground report sick Hillary has around 800 people, which is huge for her and 10% of an average Trump rally."|FALSE|0|NA|2016-08-25 18:25:36|FALSE|NA|"768876998517264384"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"MichelinaTvDin"|130|TRUE|FALSE|NA|NA
"191"|"RT @HahnAmerica: Independent Candidate McMullin Suggests Trump Is A “Fragile” Candidate - https://t.co/RBSr2ZA5iy - By @SweetieWalker via @…"|FALSE|0|NA|2016-08-25 18:25:36|FALSE|NA|"768876998022148096"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"lynkd"|22|TRUE|FALSE|NA|NA
"192"|"Trump surrogate calls Clinton's new campaign ad on race 'disgusting' https://t.co/8xmBt7nInr"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876997779095552"|NA|"<a href=\"http://www.socialflow.com\" rel=\"nofollow\">SocialFlow</a>"|"CNBC"|1|FALSE|FALSE|NA|NA
"193"|"@AlexisinNH Sure barometer they are scared. Trump's successful messing with their sacred base is causing the waving of the Race cards, again"|FALSE|0|"AlexisinNH"|2016-08-25 18:25:35|FALSE|"768859352367267840"|"768876997569155072"|"926317914"|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"DebFlanigan"|0|FALSE|FALSE|NA|NA
"194"|"RT @GillianA: Completely forgot I'd done a talk show with Donald Trump. #tbt https://t.co/LWuCU7wDu8"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876996986216448"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"ionn"|1984|TRUE|FALSE|NA|NA
"195"|"RT @ForQ2: donald trump is all about projection, everything he accuses others of being, HE IS! @realDonaldTrump @HillaryClinton"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876996910866432"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"Btrswet"|18|TRUE|FALSE|NA|NA
"196"|"RT @asamjulian: “I’m too sick to do press conferences and policy speeches. Let’s just call Trump &amp; all his supporters racist!” https://t.co…"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876996793364480"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"mactanshire"|162|TRUE|FALSE|NA|NA
"197"|"RT @pixelatedboat: Donald Trump has been involved in a GRAVY INCIDENT https://t.co/boxA1try4Q"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876996617236484"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"MinimusAmbush"|144|TRUE|FALSE|NA|NA
"198"|"Trump Courts Black Voters but Seems to Rely on RNC https://t.co/4irixtH2oo"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876996504018944"|NA|"<a href=\"http://linkis.com\" rel=\"nofollow\">Turn sharing into growth!</a>"|"IPOmaven"|0|FALSE|FALSE|NA|NA
"199"|"RT @pdacosta: No former member of the White House Council of Economic Advisers—spanning eight presidents—openly supports #Trump https://t.c…"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876996424196098"|NA|"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>"|"macilree"|21|TRUE|FALSE|NA|NA
"200"|"RT @thewritertype: Imagine being a fly on the wall at a meeting between Nigel Farage and Donald Trump. You'd be the most intelligent one in…"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876995652583425"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"thealiceromano"|137|TRUE|FALSE|NA|NA
"201"|"RT @cnnbrk: Hillary Clinton has a 7-point lead over Donald Trump in a new Quinnipiac national poll. https://t.co/s02jpfv0qe https://t.co/Yq…"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876995560243200"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"hypnocoach183"|133|TRUE|FALSE|NA|NA
"202"|"RT @trrvisXX: Trump supporters have so much hatred in their hearts. I take pity on them honestly https://t.co/Dc6UpwIeqe"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876995354595328"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"sherbetbaybee"|522|TRUE|FALSE|NA|NA
"203"|"RT @PattyArquette: Ann #Coulter is including a red ink blotter and a big rubber stamp that reads RETRACTED with every copy of her new #Trum…"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876995258310656"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"Exposingfrauds7"|15|TRUE|FALSE|NA|NA
"204"|"RT @CNN: Donald Trump: \"Hillary Clinton ran the State Department like a personal hedge fund\" https://t.co/UYpqI3w42L https://t.co/jVwNRfllS7"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876995199373312"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"Endo_Chank"|31|TRUE|FALSE|NA|NA
"205"|"RT @JenniferJJacobs: Ben Carson intro's Trump in NH: \"Trump does not want to exclude people from our country. He has the same philosophy as…"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876995136684033"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"billyjackyl"|8|TRUE|FALSE|NA|NA
"206"|"#Trump plans:1 Build Wall 2.Ban all darks &amp; Muslims.That's all he has. Why doesn't he tell us any of these \"brilliant\" plans now?#imwithher"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876994670960640"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"VoteForHRC"|0|FALSE|FALSE|NA|NA
"207"|"RT @HillaryClinton: Why do so many Ku Klux Klan members support Trump?

\"A lot of what he believes, we believe in.\" https://t.co/AqB3DLKL9f"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876994473762816"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"chris_wikler"|1697|TRUE|FALSE|NA|NA
"208"|"How tf did trump wake up and think he could run for presidency.."|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876994347962368"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"Yasi_J97"|0|FALSE|FALSE|NA|NA
"209"|"RT @FoxNews: Trump: \"Since @POTUS came into office, another 2 million Hispanics have joined the ranks of those in poverty.\" https://t.co/Xg…"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876993802674176"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"donalddean9"|272|TRUE|FALSE|NA|NA
"210"|"RT @WYVeteran: FASCIST #TRUMP praises/loves murdering DICTATOR PUTIN! TRUMP told media call him \"DER FUHRER\" now! @TheRickWilson https://t.…"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876993790304256"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"nelsoneagle"|4|TRUE|FALSE|NA|NA
"211"|"RT @onlxn: TRUMP: Look.
COULTER: Fuck you.
TRUMP: I get why you're upset.
COULTER: Eat shit.
TRUMP: With the book &amp; all.
COULTER: Suck a th…"|FALSE|0|NA|2016-08-25 18:25:35|FALSE|NA|"768876993773314048"|NA|"<a href=\"http://tapbots.com/tweetbot\" rel=\"nofollow\">Tweetbot for iΟS</a>"|"fbartho"|196|TRUE|FALSE|NA|NA
"212"|"A new low for @HillaryClinton New ad shows her attempt to link Trump to The KKK!! How crazy!! Everyone know the Dems founded the KKK!#Trump"|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876993232404481"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"WDobrovich"|0|FALSE|FALSE|NA|NA
"213"|"@baalter @steph93065 : THE WOMAN WHO SUPOSE TO BE IMPARTIAL HAD ANTI-TRUMP FLYERS ! SERIOUSLY? AND IT WAS IN NV AND THE BITCH WAS FROM CA !"|FALSE|0|"baalter"|2016-08-25 18:25:34|FALSE|"768569985941725184"|"768876993177792512"|"965259182"|"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>"|"AlexandraEtchec"|0|FALSE|FALSE|NA|NA
"214"|"RT @HillaryClinton: Why do so many Ku Klux Klan members support Trump?

\"A lot of what he believes, we believe in.\" https://t.co/AqB3DLKL9f"|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876993135849473"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"CyndiPal"|1697|TRUE|FALSE|NA|NA
"215"|"RT @TheOldMan1950: @eeynouf @WERStanford @USATODAY The AMIGO project is a solution for the southern border that Mr. Trump needs to review."|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876993106567168"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"mgtlifer"|2|TRUE|FALSE|NA|NA
"216"|"RT @rosannecash: Also, people who know a lot about taxes would scrutinize them. https://t.co/Z2XhaIN4QD"|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876993106423808"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"mgm008"|23|TRUE|FALSE|NA|NA
"217"|"RT @peaceisactive: #AltRightMeans Cheering Everything Trump Says #NeverTrump https://t.co/FbwlmiQNDB"|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876992976527360"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"ScionOfScorpio"|6|TRUE|FALSE|NA|NA
"218"|"RT @silent_major26: LISTEN TO THE SONG THAT WILL MAKE AMERICA FEEL GREAT AGAIN! 
https://t.co/7pSRgsAVWP
#Trump2016 #TrumpTrain #POTUS http…"|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876992896770048"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"DutchWarrant"|97|TRUE|FALSE|NA|NA
"219"|"I love listening to Clinton Foundation donor Donald Trump's crowd boo whenever he says \"Clinton Foundation Donors.\""|FALSE|4|NA|2016-08-25 18:25:34|FALSE|NA|"768876992418623488"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"JElvisWeinstein"|3|FALSE|FALSE|NA|NA
"220"|"RT @JonahNRO: .@David_J_R I'm #NeverHillary too. That's why I'm not voting for her. I was #NeverHillary when Trump was #PayHillary"|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876991873298433"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"F15eMav"|16|TRUE|FALSE|NA|NA
"221"|"So Ann Coulter releases her new book titled,\"In Trump We Trust,\" the very same week he betrays his rabid base by... https://t.co/SYFr8guCew"|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876991797862404"|NA|"<a href=\"http://www.facebook.com/twitter\" rel=\"nofollow\">Facebook</a>"|"iamcbs"|0|FALSE|FALSE|NA|NA
"222"|"RT @latinovictoryus: Trump's shown time + again how little he respects Latinos + immigrants. Stop trying to make \"pivot\" happen. https://t.…"|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876991609237512"|NA|"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>"|"KatrinalWhite04"|31|TRUE|FALSE|NA|NA
"223"|"How Jon Stewart Predicted Trump https://t.co/PT0T9kOSsD Another DA left story about an wanna b entertainer!"|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876991453863938"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"blubal42"|0|FALSE|FALSE|NA|NA
"224"|"NO! And that this is even a question should be considered felony level STUPIDITY! https://t.co/aAchOQhjEJ"|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876991336554496"|NA|"<a href=\"http://linkis.com\" rel=\"nofollow\">Turn sharing into growth!</a>"|"jawillie"|0|FALSE|FALSE|NA|NA
"225"|"RT @KatiePavlich: Louisiana flooding coverage was hardly a blip w/ media until Trump went there today, bringing much needed attention. Gott…"|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876991281979392"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"texashotdog"|1526|TRUE|FALSE|NA|NA
"226"|"RT @HillaryClinton: There's a reason the most hateful fringe of the right wing is supporting Donald Trump.
https://t.co/AqB3DM2m0N"|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876990455619584"|NA|"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Mobile Web (M5)</a>"|"MyFlashOnYou"|6554|TRUE|FALSE|NA|NA
"227"|"RT @cd5762: @TeamSheaPorter
NH1GOP Cong cand Ashooh and Guinta, it MATTERS when your guy Trump attacks Gold Star families &amp; you cower. Insu…"|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876990073974785"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"cd5762"|1|TRUE|FALSE|NA|NA
"228"|"@I_Ibanescu @Tylerfromaus @USA_with_Trump Couple glasses US $ 24.99!
https://t.co/okpBZmXTIR https://t.co/xg3K83tOQW"|FALSE|0|"I_Ibanescu"|2016-08-25 18:25:34|FALSE|NA|"768876989776171008"|"2787289043"|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"MinuteMadeArmy"|0|FALSE|FALSE|NA|NA
"229"|"RT @sgardner: Is it just me or did Nigel Farage nick Donald Trump's wallet https://t.co/0tn0ZG6tj8"|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876989751160832"|NA|"<a href=\"http://tapbots.com/tweetbot\" rel=\"nofollow\">Tweetbot for iΟS</a>"|"jimmycappaert"|293|TRUE|FALSE|NA|NA
"230"|"#TyoNews Clinton Leads Trump by 10 Points in New Poll of Likely Voters: A Quinnepiac University poll sh... https://t.co/TV9jrVxY7b #News"|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876989637812225"|NA|"<a href=\"http://twitterfeed.com\" rel=\"nofollow\">twitterfeed</a>"|"tyonews"|0|FALSE|FALSE|NA|NA
"231"|"RT @hugh_mannity: And AGAIN @EurekaGrad Trump promises AMNESTY

@KcYahoo @KatTimpf 

https://t.co/8sKpyBR21S https://t.co/28sX98g28n"|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876989625151489"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"Yehudi3"|3|TRUE|FALSE|NA|NA
"232"|"RT @ThePlumLineGS: Trump's latest pivot is going awesomely well with key voter groups, per the new Quinnipiac poll: https://t.co/oqWH6AuoQJ"|FALSE|0|NA|2016-08-25 18:25:34|FALSE|NA|"768876989587550208"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"sba1211"|42|TRUE|FALSE|NA|NA
"233"|"Holy shit. I had heard about Trump dissing the disabled (do we still say \"diss\"?) but just now saw it. And he's still running?"|FALSE|0|NA|2016-08-25 18:25:33|FALSE|NA|"768876989415653376"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"leakeylover"|0|FALSE|FALSE|NA|NA
"234"|"Someone need to ask Trump what are his ties with the kkk and Puttin and his corruption 
More Than Words 1 Peter 2:11-12"|FALSE|0|NA|2016-08-25 18:25:33|FALSE|NA|"768876988203360256"|NA|"<a href=\"http://www.cloudhopper.com/\" rel=\"nofollow\">Cloudhopper</a>"|"KillingNeed"|0|FALSE|FALSE|NA|NA
"235"|"Where Trump won the advertising war: If you turned on local television in Orlando over last several days, you... https://t.co/Wc6ykavLvr"|FALSE|0|NA|2016-08-25 18:25:33|FALSE|NA|"768876987418939396"|NA|"<a href=\"http://twitterfeed.com\" rel=\"nofollow\">twitterfeed</a>"|"HRrishab"|0|FALSE|FALSE|NA|NA
"236"|"RT @Toure: Trump’s “relationship” with Black America was bad before birtherism (see 5, Central Park). Then he became the King of the Birthe…"|FALSE|0|NA|2016-08-25 18:25:33|FALSE|NA|"768876987351900160"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"CeeHawk"|16|TRUE|FALSE|NA|NA
"237"|"RT @Toure: Notice how Trump speaks *to* white people using words like we and speaks *at* Black people using words like “you” and “they.\""|FALSE|0|NA|2016-08-25 18:25:33|FALSE|NA|"768876987180015616"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"NoOriginality"|82|TRUE|FALSE|NA|NA
"238"|"RT @TheRickWilson: The MN news is an embarrassment for Trump. By my reading of MN law, unhappy GOPers there could legally object. https://t…"|FALSE|0|NA|2016-08-25 18:25:33|FALSE|NA|"768876986986930176"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"jb26354"|9|TRUE|FALSE|NA|NA
"239"|"RT @knowpoliticsnow: @davisiain0 How am I losing? Barack Obama whipped McCain/Romney, now HRC is crushing Trump. This is my country, I don'…"|FALSE|0|NA|2016-08-25 18:25:33|FALSE|NA|"768876986957574144"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"Aroyaldmd"|1|TRUE|FALSE|NA|NA
"240"|"RT @ShannonBream: Trump speech repeatedly interrupted with \"Lock her up!\" chants.  He replies - \"let's just win in November\""|FALSE|0|NA|2016-08-25 18:25:33|FALSE|NA|"768876986865324032"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"Harper334036"|4|TRUE|FALSE|NA|NA
"241"|"RT @HillaryClinton: There's a reason the most hateful fringe of the right wing is supporting Donald Trump.
https://t.co/AqB3DM2m0N"|FALSE|0|NA|2016-08-25 18:25:33|FALSE|NA|"768876986819223552"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"Take_My_Heartx"|6554|TRUE|FALSE|NA|NA
"242"|"KKK Leader @DrDavidDuke
'Of Course'
Racist @realDonaldTrump
Voter Are His Voters
https://t.co/obDUExMWbJ
@jdude988
@ananavarro
@JohnJHarwood"|FALSE|0|"jdude988"|2016-08-25 18:25:33|FALSE|"768875994878971904"|"768876986257203201"|"182037443"|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"Macheter0"|0|FALSE|FALSE|NA|NA
"243"|"RT @FoxNews: Trump: \"We're going to win this state, just like we did in the primaries, and we're going to win the White House.\" https://t.c…"|FALSE|0|NA|2016-08-25 18:25:33|FALSE|NA|"768876985741373444"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"Nuwtrageous"|82|TRUE|FALSE|NA|NA
"244"|"RT @HalleyBorderCol: ICYMI: “WHY LATINOS SHOULD VOTE FOR TRUMP”
https://t.co/AP5XHwhPrF https://t.co/jtUor4BNvq"|FALSE|0|NA|2016-08-25 18:25:33|FALSE|NA|"768876985661685760"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"rlyor"|14|TRUE|FALSE|NA|NA
"245"|"Where Trump won the advertising war: If you turned on local television in Orlando over last several days, you... https://t.co/tQ0t1ZMHSK"|FALSE|0|NA|2016-08-25 18:25:33|FALSE|NA|"768876985632198656"|NA|"<a href=\"http://twitterfeed.com\" rel=\"nofollow\">twitterfeed</a>"|"akanashi2"|0|FALSE|FALSE|NA|NA
"246"|"@Trump_World @ChrisCuomo I would love to see a @HillaryClinton vs @realDonaldTrump drug test."|FALSE|0|"Trump_World"|2016-08-25 18:25:33|FALSE|"768651410170871808"|"768876985489645570"|"205644304"|"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>"|"ken4au"|0|FALSE|FALSE|NA|NA
"247"|"RT @LoyalDemJim: Chicago police say Trump never even talked to the very top Police.
https://t.co/hD6ulZGVzR"|FALSE|0|NA|2016-08-25 18:25:33|FALSE|NA|"768876985439363072"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"pumas90946558"|2|TRUE|FALSE|NA|NA
"248"|"@SgtMelons @PatriotPretty @chalantgallant @HillaryClinton Clinton never joined either.
But people in the klan want Trump as president"|FALSE|0|"SgtMelons"|2016-08-25 18:25:33|FALSE|"768875751814955008"|"768876985430913024"|"3419251773"|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"lenojames"|0|FALSE|FALSE|NA|NA
"249"|"Area Filmmaker Not So Thrilled Trump Used His Footage in an Ad | WIRED https://t.co/6Z0DnaWvBx"|FALSE|0|NA|2016-08-25 18:25:32|FALSE|NA|"768876985221210112"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"adirado29"|0|FALSE|FALSE|NA|NA
"250"|"@craigmelvin Trump open the door for this conversation now he gets to own all the white supremacist and neo-nazis that he is courting."|FALSE|0|"craigmelvin"|2016-08-25 18:25:32|FALSE|NA|"768876985166757888"|"33972882"|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"mejay227"|0|FALSE|FALSE|NA|NA
"251"|"RT @CorrectRecord: #Trump in Manchester: \"I fulfill my promises.\"
A Taj Mahal cabinetmaker is still waiting...
https://t.co/MSJHAIzlio"|FALSE|0|NA|2016-08-25 18:25:32|FALSE|NA|"768876984973815814"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"debbie_marney41"|25|TRUE|FALSE|NA|NA
"252"|"TRUMP SHUT THE FUCK UP."|FALSE|0|NA|2016-08-25 18:25:32|FALSE|NA|"768876984713768960"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"La_B3lla_Mafia"|0|FALSE|FALSE|NA|NA
"253"|"RT @finneyk: DOJ sued Trump 2x for housing discrimination - at the time he said: \"What we didn’t do was rent to welfare cases, white or bla…"|FALSE|0|NA|2016-08-25 18:25:32|FALSE|NA|"768876984092856322"|NA|"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>"|"JCannyE"|22|TRUE|FALSE|NA|NA
"254"|"Where Trump won the advertising war: If you turned on local television in Orlando over last several days, you... https://t.co/STHxeYywr5"|FALSE|0|NA|2016-08-25 18:25:32|FALSE|NA|"768876983853867008"|NA|"<a href=\"http://twitterfeed.com\" rel=\"nofollow\">twitterfeed</a>"|"BusinessCoachUS"|0|FALSE|FALSE|NA|NA
"255"|"If you think this election is cover - read this. Donald Trump Is Going To Be Elected https://t.co/uLKhp1Rhlq via @HuffPostPol"|FALSE|0|NA|2016-08-25 18:25:32|FALSE|NA|"768876983581224962"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"laurie_mosk"|0|FALSE|FALSE|NA|NA
"256"|"@realDonaldTrump if you \"want to do this my way\" why are you doing it @KellyannePolls way?  Sellout Loser!
https://t.co/foSPxIBO02"|FALSE|0|"realDonaldTrump"|2016-08-25 18:25:32|FALSE|NA|"768876982545166336"|"25073877"|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"What_JustSaying"|0|FALSE|FALSE|NA|NA
"257"|"RT @ComplyAnalyst: Trump: #WheresHillary 
Giuliani: Raising $20MM in 72 hrs
Trump: #SaysWho 
Giuliani: The donors
Trump: Which ones
Giulian…"|FALSE|0|NA|2016-08-25 18:25:32|FALSE|NA|"768876982390194176"|NA|"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>"|"cowgirlup1a"|1|TRUE|FALSE|NA|NA
"258"|"Listening to Trump be like: https://t.co/S48mt5OTsb"|FALSE|1|NA|2016-08-25 18:25:32|FALSE|NA|"768876982222422017"|NA|"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>"|"SusanSavia"|0|FALSE|FALSE|NA|NA
"259"|"RT @activist360: \"You’re just going to have to do that, it’s too important\": Top GOPr Jason Chaffetz tells Trump to release his taxes https…"|FALSE|0|NA|2016-08-25 18:25:32|FALSE|NA|"768876982159499264"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"Eviljohna"|21|TRUE|FALSE|NA|NA
"260"|"RT @ChrisSnyderFox: As Trump lists Clinton's activities as secretary of state, \"pay for play\" he tells the crowd \"we are all sick of it\""|FALSE|0|NA|2016-08-25 18:25:32|FALSE|NA|"768876982075547648"|NA|"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>"|"politicalMemoir"|8|TRUE|FALSE|NA|NA
"261"|"@CoreyTaylorRock @gbluebelle I Thot trump was a cunt...  So u can't be one...  The word doesn't fit u."|FALSE|0|"CoreyTaylorRock"|2016-08-25 18:25:32|FALSE|"768875852046045185"|"768876981945405440"|"173885254"|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"KudraDhaliwal"|0|FALSE|FALSE|NA|NA
"262"|"RT @TheBriefing2016: These people support Trump because they believe Trump supports them, and that's pretty scary.
https://t.co/IR7pK2RFpv"|FALSE|0|NA|2016-08-25 18:25:32|FALSE|NA|"768876981651988480"|NA|"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>"|"ViviVacca"|237|TRUE|FALSE|NA|NA
